nom,age,ori,haut,poids,s20,s21,v20,v21,rupt,c20,c21,lig20,lig21,div20,div21
M. Diaby,24,France,197,77,5000.0,6000.0,3000000.0,3500000.0,8100000.0,FC Paços de Ferreira,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
P. Ortíz,31,Ecuador,187,80,500.0,550.0,900000.0,1000000.0,2200000.0,CS Emelec,CS Emelec,Ecuadorian Serie A,Ecuadorian Serie A,1.0,1.0
Sergio Ruiz,26,Spain,177,75,3000.0,6000.0,1100000.0,2500000.0,4200000.0,Unión Deportiva Las Palmas,Unión Deportiva Las Palmas,Spanish Segunda División,Spanish Segunda División,2.0,2.0
D. Stipica,30,Croatia,189,79,4000.0,5000.0,1300000.0,1200000.0,1600000.0,Pogoń Szczecin,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
C. Richards,21,United States,188,87,2000.0,24000.0,2100000.0,4300000.0,,FC Bayern München II,TSG Hoffenheim,German 3. Bundesliga,German 1. Bundesliga,3.0,1.0
D. Joveljić,21,Serbia,181,75,9000.0,5000.0,2700000.0,4200000.0,7100000.0,RZ Pellets Wolfsberger AC,LA Galaxy,Austrian Football Bundesliga,USA Major League Soccer,1.0,1.0
C. Vega,27,Argentina,178,70,4000.0,9000.0,1000000.0,2000000.0,3100000.0,Club Atlético Central Córdoba,Club Atlético Central Córdoba,Argentina Primera División,Argentina Primera División,1.0,1.0
F. Kastenmeier,24,Germany,192,85,9000.0,10000.0,1900000.0,2100000.0,3500000.0,Fortuna Düsseldorf,Fortuna Düsseldorf,German 2. Bundesliga,German 2. Bundesliga,2.0,2.0
Henrique Gomes,25,Portugal,185,78,7000.0,6000.0,4500000.0,2400000.0,5100000.0,Gil Vicente FC,Gil Vicente FC,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
M. Elia,23,Congo DR,173,67,6000.0,11000.0,1600000.0,3000000.0,5100000.0,BSC Young Boys,BSC Young Boys,Swiss Super League,Swiss Super League,1.0,1.0
Paulinho,24,Brazil,173,65,3000.0,18000.0,2300000.0,2800000.0,5000000.0,Boavista FC,Al Shabab,Portuguese Liga ZON SAGRES,Saudi Abdul L. Jameel League,1.0,1.0
K. Adeyemi,19,Germany,177,69,6000.0,11000.0,3600000.0,4500000.0,9600000.0,FC Red Bull Salzburg,FC Red Bull Salzburg,Austrian Football Bundesliga,Austrian Football Bundesliga,1.0,1.0
Willyan,26,Brazil,193,86,3000.0,6000.0,1600000.0,2400000.0,5200000.0,Portimonense SC,Portimonense SC,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
Tiago Esgaio,25,Portugal,175,71,2000.0,8000.0,1400000.0,2300000.0,,Belenenses SAD,FC Arouca,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
K. Piątkowski,21,Poland,191,83,1000.0,11000.0,1600000.0,3900000.0,6600000.0,Raków Częstochowa,FC Red Bull Salzburg,Polish T-Mobile Ekstraklasa,Austrian Football Bundesliga,1.0,1.0
João Pedro,19,Brazil,182,70,4000.0,20000.0,3300000.0,4500000.0,11400000.0,Watford,Watford,English League Championship,English Premier League,2.0,1.0
Eduardo Quaresma,19,Portugal,184,76,2000.0,4000.0,5000000.0,4200000.0,,Sporting CP,CD Tondela,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
S. Magkeev,22,Russia,186,76,7000.0,22000.0,1400000.0,4000000.0,7200000.0,FC Lokomotiv Moscow,FC Lokomotiv Moscow,Russian Premier League,Russian Premier League,1.0,1.0
I. Jakobs,21,Germany,184,75,9000.0,21000.0,3400000.0,4200000.0,8800000.0,1. FC Köln,AS Monaco,German 1. Bundesliga,French Ligue 1,1.0,1.0
I. Ndiaye,22,Senegal,176,65,6000.0,9000.0,3100000.0,4200000.0,7100000.0,FC Luzern,FC Luzern,Swiss Super League,Swiss Super League,1.0,1.0
S. Nicholson,24,Jamaica,192,83,7000.0,10000.0,2200000.0,2900000.0,4600000.0,Royal Charleroi S.C.,Royal Charleroi S.C.,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
T. Nianzou,19,France,187,83,10000.0,18000.0,4100000.0,4200000.0,9600000.0,FC Bayern München,FC Bayern München,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
N. Mbuku,19,France,170,65,2000.0,9000.0,1800000.0,4400000.0,9700000.0,Stade de Reims,Stade de Reims,French Ligue 1,French Ligue 1,1.0,1.0
J. Okumu,24,Kenya,193,75,2000.0,11000.0,2500000.0,2600000.0,4100000.0,IF Elfsborg,KAA Gent,Swedish Allsvenskan,Belgian Jupiler Pro League,1.0,1.0
Y. Musah,18,United States,178,73,900.0,7000.0,1500000.0,4000000.0,9200000.0,Valencia CF,Valencia CF,Spain Primera Division,Spain Primera Division,1.0,1.0
I. Franco,21,Paraguay,165,63,700.0,700.0,4100000.0,4200000.0,10100000.0,Club Libertad,Club Libertad,Paraguayan Primera División,Paraguayan Primera División,1.0,1.0
E. Mera,36,Ecuador,167,66,500.0,550.0,650000.0,600000.0,1300000.0,Independiente del Valle,Independiente del Valle,Ecuadorian Serie A,Ecuadorian Serie A,1.0,1.0
Tomás Ribeiro,22,Portugal,185,77,3000.0,4000.0,3200000.0,4300000.0,11700000.0,Belenenses SAD,Belenenses SAD,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
A. Ocanto,32,Venezuela,182,80,,550.0,,1500000.0,3200000.0,,Deportivo La Guaira FC,,Venezuelan Primera División,,1.0
L. Thomas,20,England,177,68,6000.0,32000.0,1000000.0,3900000.0,8200000.0,Leicester City,Leicester City,English Premier League,English Premier League,1.0,1.0
Reinier,19,Brazil,185,82,30000.0,45000.0,4800000.0,4500000.0,,Borussia Dortmund,Borussia Dortmund,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
J. Thielmann,19,Germany,178,72,3000.0,10000.0,2600000.0,4000000.0,8000000.0,1. FC Köln,1. FC Köln,German 1. Bundesliga,German 1. Bundesliga,1.0,1.0
J. Martínez,26,Venezuela,176,69,2000.0,5000.0,1100000.0,2200000.0,3500000.0,Philadelphia Union,Philadelphia Union,USA Major League Soccer,USA Major League Soccer,1.0,1.0
J. Cifuentes,22,Ecuador,173,70,1000.0,5000.0,775000.0,3600000.0,6100000.0,Los Angeles FC,Los Angeles FC,USA Major League Soccer,USA Major League Soccer,1.0,1.0
A. Adli,21,France,174,60,1000.0,23000.0,1400000.0,4600000.0,8700000.0,Toulouse Football Club,Bayer 04 Leverkusen,French Ligue 2,German 1. Bundesliga,2.0,1.0
I. Soro,23,Côte d'Ivoire,173,76,15000.0,24000.0,2300000.0,2700000.0,5400000.0,Celtic,Celtic,Scottish Premiership,Scottish Premiership,1.0,1.0
S. Rodríguez,21,Uruguay,172,62,800.0,4000.0,5500000.0,4200000.0,7100000.0,Club Nacional de Football,New York City FC,Uruguayan Primera División,USA Major League Soccer,1.0,1.0
E. Cañete,22,Argentina,175,74,3000.0,8000.0,1300000.0,4200000.0,7100000.0,Unión de Santa Fe,Unión de Santa Fe,Argentina Primera División,Argentina Primera División,1.0,1.0
C. Puertas,22,Switzerland,178,77,2000.0,9000.0,725000.0,3800000.0,6300000.0,FC Lausanne-Sport,FC Lausanne-Sport,Swiss Super League,Swiss Super League,1.0,1.0
A. Karabec,17,Czech Republic,185,74,500.0,500.0,2500000.0,4300000.0,12100000.0,AC Sparta Praha,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic Gambrinus Liga,1.0,1.0
N. Čumić,22,Serbia,176,70,4000.0,800.0,2700000.0,4200000.0,,Real Sporting de Gijón,FC Luzern,Spanish Segunda División,Swiss Super League,2.0,1.0
M. Okoye,21,Nigeria,198,94,1000.0,4000.0,1100000.0,3600000.0,5900000.0,Sparta Rotterdam,Sparta Rotterdam,Holland Eredivisie,Holland Eredivisie,1.0,1.0
João Mário,21,Portugal,178,66,,6000.0,,4400000.0,9700000.0,,FC Porto,,Portuguese Liga ZON SAGRES,,1.0
G. Frabotta,22,Italy,187,70,9000.0,30000.0,1300000.0,4000000.0,,Juventus,Hellas Verona,Italian Serie A,Italian Serie A,1.0,1.0
M. Tolić,24,Croatia,189,81,600.0,550.0,3700000.0,2800000.0,6400000.0,Dinamo Zagreb,Dinamo Zagreb,Croatian Prva HNL,Croatian Prva HNL,1.0,1.0
F. Souček,20,Czech Republic,182,73,500.0,550.0,2200000.0,4100000.0,9800000.0,AC Sparta Praha,AC Sparta Praha,Czech Republic Gambrinus Liga,Czech Republic Gambrinus Liga,1.0,1.0
K. Aktürkoğlu,22,Turkey,173,71,14000.0,27000.0,2300000.0,2900000.0,6000000.0,Galatasaray SK,Galatasaray SK,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
A. Álvarez Martínez,20,Uruguay,180,75,500.0,700.0,550000.0,4500000.0,10600000.0,Club Atlético Peñarol,Club Atlético Peñarol,Uruguayan Primera División,Uruguayan Primera División,1.0,1.0
V. Korniienko,22,Ukraine,175,70,,500.0,,4000000.0,9200000.0,,Shakhtar Donetsk,,Ukrainian Premier League,,1.0
M. Batna,31,Morocco,184,77,,20000.0,,1600000.0,2600000.0,,Al Fateh,,Saudi Abdul L. Jameel League,,1.0
Fábio,24,Brazil,193,81,,6000.0,,2900000.0,4400000.0,,New York Red Bulls,,USA Major League Soccer,,1.0
I. Kharatin,26,Ukraine,188,76,,7000.0,,2200000.0,3200000.0,,Legia Warszawa,,Polish T-Mobile Ekstraklasa,,1.0
Blanco,20,Spain,176,68,,51000.0,,4500000.0,10100000.0,,Real Madrid CF,,Spain Primera Division,,1.0
Miguel Crespo,24,Portugal,183,78,,24000.0,,2800000.0,5500000.0,,Fenerbahçe SK,,Turkish Süper Lig,,1.0
G. Kotsiras,28,Greece,183,77,,600.0,,1700000.0,3700000.0,,Panathinaikos FC,,Greek Super League,,1.0
M. Osmajić,21,Montenegro,185,76,,15000.0,,4200000.0,10100000.0,,Cádiz CF,,Spain Primera Division,,1.0
S. Lončar,24,Bosnia and Herzegovina,187,74,,550.0,,3900000.0,9400000.0,,Ferencvárosi TC,,Hungarian Nemzeti Bajnokság I,,1.0
P. Jagielka,38,England,180,87,16000.0,6000.0,425000.0,275000.0,523000.0,Sheffield United,Derby County,English Premier League,English League Championship,1.0,2.0
A. Boruc,41,Poland,193,88,5000.0,3000.0,350000.0,180000.0,252000.0,Legia Warszawa,Legia Warszawa,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
G. Pegolo,40,Italy,183,76,7000.0,7000.0,180000.0,180000.0,306000.0,U.S. Sassuolo Calcio,U.S. Sassuolo Calcio,Italian Serie A,Italian Serie A,1.0,1.0
S. Bossut,35,Belgium,187,80,8000.0,4000.0,400000.0,180000.0,270000.0,SV Zulte Waregem,SV Zulte Waregem,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
Aitor Sanz,36,Spain,181,71,5000.0,4000.0,525000.0,325000.0,520000.0,CD Tenerife,CD Tenerife,Spanish Segunda División,Spanish Segunda División,2.0,2.0
E. Papa,39,Argentina,169,67,5000.0,4000.0,425000.0,350000.0,508000.0,Arsenal de Sarandí,Arsenal de Sarandí,Argentina Primera División,Argentina Primera División,1.0,1.0
S. Kırıntılı,36,Turkey,185,78,9000.0,4000.0,625000.0,180000.0,360000.0,İttifak Holding Konyaspor,Aytemiz Alanyaspor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
E. Albayrak,30,Turkey,179,69,13000.0,10000.0,2100000.0,1400000.0,2800000.0,Antalyaspor,Antalyaspor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
A. Rebrov,37,Russia,193,90,13000.0,13000.0,180000.0,180000.0,288000.0,Spartak Moskva,Spartak Moskva,Russian Premier League,Russian Premier League,1.0,1.0
V. Demarconnay,38,France,180,71,2000.0,2000.0,130000.0,180000.0,315000.0,Paris FC,Paris FC,French Ligue 2,French Ligue 2,2.0,2.0
A. Tettey,35,Norway,180,68,8000.0,3000.0,650000.0,450000.0,563000.0,Norwich City,Rosenborg BK,English League Championship,Norwegian Eliteserien,2.0,1.0
A. McGeady,35,Republic of Ireland,177,71,9000.0,6000.0,750000.0,650000.0,1100000.0,Sunderland,Sunderland,English League One,English League One,3.0,3.0
J. Lewis,33,England,198,85,5000.0,4000.0,1200000.0,525000.0,919000.0,Aberdeen,Aberdeen,Scottish Premiership,Scottish Premiership,1.0,1.0
G. Hoarau,37,France,193,85,23000.0,12000.0,1400000.0,550000.0,798000.0,FC Sion,FC Sion,Swiss Super League,Swiss Super League,1.0,1.0
U. Hünemeier,35,Germany,189,85,8000.0,6000.0,400000.0,425000.0,680000.0,SC Paderborn 07,SC Paderborn 07,German 2. Bundesliga,German 2. Bundesliga,2.0,2.0
G. İnler,37,Switzerland,183,80,,7000.0,,325000.0,650000.0,,Adana Demirspor,,Turkish Süper Lig,,1.0
S. Taylor,35,England,188,91,,2000.0,,425000.0,531000.0,,Wellington Phoenix,,Australian Hyundai A-League,,1.0
R. Verenas,37,Chile,186,82,,500.0,,550000.0,1200000.0,,Club River Plate Asunción,,Paraguayan Primera División,,1.0
N. Ortigoza,36,Paraguay,180,78,,6000.0,,500000.0,750000.0,,San Lorenzo de Almagro,,Argentina Primera División,,1.0
F. Haroun,35,Belgium,188,73,16000.0,8000.0,1000000.0,450000.0,675000.0,Royal Antwerp FC,Royal Antwerp FC,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
G. Gillet,37,Belgium,186,81,7000.0,6000.0,375000.0,325000.0,488000.0,Royal Charleroi S.C.,Royal Charleroi S.C.,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
J. Ruddy,34,England,193,97,27000.0,27000.0,525000.0,275000.0,523000.0,Wolverhampton Wanderers,Wolverhampton Wanderers,English Premier League,English Premier League,1.0,1.0
C. Davies,36,England,188,76,10000.0,6000.0,425000.0,275000.0,523000.0,Derby County,Derby County,English League Championship,English League Championship,2.0,2.0
A. Le Fondre,34,England,180,73,7000.0,7000.0,1000000.0,775000.0,969000.0,Sydney FC,Sydney FC,Australian Hyundai A-League,Australian Hyundai A-League,1.0,1.0
S. Fletcher,34,Scotland,186,76,17000.0,17000.0,1000000.0,775000.0,1500000.0,Stoke City,Stoke City,English League Championship,English League Championship,2.0,2.0
A. Federici,36,Australia,188,90,1000.0,2000.0,180000.0,180000.0,225000.0,Macarthur FC,Macarthur FC,Australian Hyundai A-League,Australian Hyundai A-League,1.0,1.0
J. Błaszczykowski,35,Poland,175,67,6000.0,4000.0,2600000.0,650000.0,878000.0,Wisła Kraków,Wisła Kraków,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
K. Nababkin,34,Russia,184,77,23000.0,20000.0,900000.0,525000.0,840000.0,PFC CSKA Moscow,PFC CSKA Moscow,Russian Premier League,Russian Premier League,1.0,1.0
V. Stojković,37,Serbia,193,96,,6000.0,,180000.0,297000.0,,Al Fayha,,Saudi Abdul L. Jameel League,,1.0
L. Freeman,29,England,172,73,25000.0,17000.0,2400000.0,1600000.0,3000000.0,Nottingham Forest,Sheffield United,English League Championship,English League Championship,2.0,2.0
A. Eschenko,37,Russia,176,74,20000.0,18000.0,425000.0,350000.0,560000.0,Spartak Moskva,Spartak Moskva,Russian Premier League,Russian Premier League,1.0,1.0
S. Bamba,36,Côte d'Ivoire,190,86,14000.0,10000.0,625000.0,275000.0,523000.0,Cardiff City,Middlesbrough,English League Championship,English League Championship,2.0,2.0
L. Grabban,33,England,183,78,42000.0,28000.0,2500000.0,1000000.0,1900000.0,Nottingham Forest,Nottingham Forest,English League Championship,English League Championship,2.0,2.0
P. Barrera,34,Mexico,178,72,10000.0,7000.0,1000000.0,750000.0,1200000.0,Club Atlético de San Luis,Gallos Blancos de Querétaro,Mexican Liga MX,Mexican Liga MX,1.0,1.0
R. Williams,32,Australia,185,78,,6000.0,,1000000.0,1300000.0,,Western Sydney Wanderers,,Australian Hyundai A-League,,1.0
G. Torres,32,Panama,181,78,600.0,9000.0,1300000.0,1300000.0,2200000.0,Independiente del Valle,Club Universidad Nacional,Ecuadorian Serie A,Mexican Liga MX,1.0,1.0
J. Vossen,32,Belgium,183,79,11000.0,10000.0,1600000.0,1300000.0,2000000.0,SV Zulte Waregem,SV Zulte Waregem,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
N. Dirar,35,Morocco,187,86,49000.0,7000.0,2000000.0,650000.0,1300000.0,Fenerbahçe SK,Kasimpaşa SK,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
S. Grippo,32,Switzerland,188,80,5000.0,8000.0,825000.0,1000000.0,1500000.0,Real Oviedo,FC Lausanne-Sport,Spanish Segunda División,Swiss Super League,2.0,1.0
H. Özmert,36,Turkey,183,80,9000.0,8000.0,750000.0,500000.0,1000000.0,Antalyaspor,Antalyaspor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
A. Jędrzejczyk,33,Poland,189,86,9000.0,6000.0,1500000.0,750000.0,1100000.0,Legia Warszawa,Legia Warszawa,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
S. Iacoponi,34,Italy,180,73,18000.0,15000.0,900000.0,525000.0,945000.0,Parma,Parma,Italian Serie A,Italian Serie B,1.0,2.0
W. Brama,34,Netherlands,176,77,4000.0,6000.0,600000.0,550000.0,825000.0,FC Twente,FC Twente,Holland Eredivisie,Holland Eredivisie,1.0,1.0
F. Peluso,37,Italy,188,82,13000.0,11000.0,325000.0,275000.0,468000.0,U.S. Sassuolo Calcio,U.S. Sassuolo Calcio,Italian Serie A,Italian Serie A,1.0,1.0
Xavi Torres,34,Spain,182,76,6000.0,5000.0,925000.0,550000.0,853000.0,CD Lugo,CD Lugo,Spanish Segunda División,Spanish Segunda División,2.0,2.0
V. Mannone,33,Italy,189,77,18000.0,18000.0,800000.0,525000.0,998000.0,AS Monaco,AS Monaco,French Ligue 1,French Ligue 1,1.0,1.0
G. Hooper,33,England,179,82,,4000.0,,1000000.0,1300000.0,,Wellington Phoenix,,Australian Hyundai A-League,,1.0
E. Insúa,32,Argentina,180,79,6000.0,7000.0,1700000.0,1100000.0,1600000.0,LA Galaxy,Club Atlético Aldosivi,USA Major League Soccer,Argentina Primera División,1.0,1.0
Léo Silva,35,Brazil,181,76,6000.0,4000.0,550000.0,450000.0,585000.0,Kashima Antlers,Kashima Antlers,Japanese J. League Division 1,Japanese J. League Division 1,1.0,1.0
M. Langerak,32,Australia,193,78,3000.0,3000.0,850000.0,800000.0,1000000.0,Nagoya Grampus,Nagoya Grampus,Japanese J. League Division 1,Japanese J. League Division 1,1.0,1.0
M. Mavraj,35,Albania,189,84,6000.0,3000.0,525000.0,425000.0,616000.0,SpVgg Greuther Fürth,Türkgücü München,German 2. Bundesliga,German 3. Bundesliga,2.0,3.0
L. Barrios,36,Paraguay,188,84,8000.0,7000.0,675000.0,550000.0,825000.0,Gimnasia y Esgrima La Plata,Defensa y Justicia,Argentina Primera División,Argentina Primera División,1.0,1.0
J. Howson,33,England,180,77,10000.0,16000.0,1000000.0,975000.0,1900000.0,Middlesbrough,Middlesbrough,English League Championship,English League Championship,2.0,2.0
Rui Fonte,31,Portugal,181,73,9000.0,5000.0,1600000.0,1300000.0,2700000.0,SC Braga,Estoril Praia,Portuguese Liga ZON SAGRES,Portuguese Liga ZON SAGRES,1.0,1.0
C. Yacob,33,Argentina,181,73,900.0,7000.0,1600000.0,800000.0,1200000.0,Club Nacional de Football,Club Atlético Huracán,Uruguayan Primera División,Argentina Primera División,1.0,1.0
N. De Pauw,31,Congo DR,180,76,12000.0,12000.0,1500000.0,1300000.0,2000000.0,Royal Antwerp FC,Royal Antwerp FC,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
Y. Sankharé,31,Senegal,184,76,,9000.0,,1300000.0,2500000.0,,GZT Giresunspor,,Turkish Süper Lig,,1.0
Sergio Tejera,31,Spain,180,75,6000.0,5000.0,1300000.0,1100000.0,1800000.0,Real Oviedo,FC Cartagena,Spanish Segunda División,Spanish Segunda División,2.0,2.0
J. Villafaña,31,United States,175,68,5000.0,5000.0,1600000.0,1200000.0,1800000.0,Portland Timbers,LA Galaxy,USA Major League Soccer,USA Major League Soccer,1.0,1.0
J. Allen,31,Wales,168,62,21000.0,16000.0,2200000.0,1300000.0,2500000.0,Stoke City,Stoke City,English League Championship,English League Championship,2.0,2.0
S. Ribas,33,Uruguay,189,80,10000.0,9000.0,1900000.0,1000000.0,1500000.0,Club Atlético Central Córdoba,Club Atlético Central Córdoba,Argentina Primera División,Argentina Primera División,1.0,1.0
D. Odoi,33,Belgium,178,72,47000.0,26000.0,1300000.0,825000.0,1600000.0,Fulham,Fulham,English Premier League,English League Championship,1.0,2.0
S. Candia,37,Paraguay,184,82,,500.0,,275000.0,591000.0,,Guaireña FC,,Paraguayan Primera División,,1.0
P. Zeballos,35,Paraguay,180,75,,500.0,,650000.0,1400000.0,,Club River Plate Asunción,,Paraguayan Primera División,,1.0
Marcos Paulo,32,Brazil,181,78,,4000.0,,1300000.0,2700000.0,,FC Vizela,,Portuguese Liga ZON SAGRES,,1.0
G. Vural,33,Turkey,177,65,9000.0,10000.0,1300000.0,825000.0,1700000.0,Gazişehir Gaziantep F.K.,Antalyaspor,Turkish Süper Lig,Turkish Süper Lig,1.0,1.0
G. Cameron,35,United States,191,84,6000.0,3000.0,550000.0,425000.0,616000.0,Queens Park Rangers,FC Cincinnati,English League Championship,USA Major League Soccer,2.0,1.0
R. Espinoza,34,Honduras,178,82,5000.0,5000.0,975000.0,725000.0,1100000.0,Sporting Kansas City,Sporting Kansas City,USA Major League Soccer,USA Major League Soccer,1.0,1.0
E. Muñoz,30,Argentina,185,81,,8000.0,,1300000.0,2000000.0,,Club Atlético Independiente,,Argentina Primera División,,1.0
J. Montero,31,Ecuador,170,67,,7000.0,,1300000.0,2100000.0,,Gallos Blancos de Querétaro,,Mexican Liga MX,,1.0
O. Merlo,35,Argentina,185,80,,500.0,,425000.0,914000.0,,Club Sporting Cristal,,Peruvian Primera División,,1.0
M. Ponce,32,Mexico,176,83,19000.0,22000.0,1000000.0,1100000.0,1900000.0,Club Deportivo Guadalajara,Club Deportivo Guadalajara,Mexican Liga MX,Mexican Liga MX,1.0,1.0
J. Jantscher,32,Austria,181,69,9000.0,13000.0,1000000.0,1300000.0,2000000.0,SK Sturm Graz,SK Sturm Graz,Austrian Football Bundesliga,Austrian Football Bundesliga,1.0,1.0
J. Dom,31,Belgium,173,71,5000.0,7000.0,1000000.0,1200000.0,1700000.0,K Beerschot VA,K Beerschot VA,Belgian Jupiler Pro League,Belgian Jupiler Pro League,1.0,1.0
M. Sau,33,Italy,169,65,11000.0,11000.0,1300000.0,1000000.0,1800000.0,Benevento,Benevento,Italian Serie A,Italian Serie B,1.0,2.0
Marc Valiente,34,Spain,184,73,5000.0,6000.0,675000.0,525000.0,840000.0,Real Sporting de Gijón,Real Sporting de Gijón,Spanish Segunda División,Spanish Segunda División,2.0,2.0
Saúl Berjón,35,Spain,178,84,,4000.0,,650000.0,1000000.0,,Burgos CF,,Spanish Segunda División,,2.0
M. Johansson,29,Sweden,174,66,13000.0,6000.0,2100000.0,1400000.0,2000000.0,Gençlerbirliği SK,Legia Warszawa,Turkish Süper Lig,Polish T-Mobile Ekstraklasa,1.0,1.0
C. Toselli,33,Chile,183,75,6000.0,2000.0,925000.0,525000.0,709000.0,Universidad Católica,Club Deportivo Palestino,Chilian Campeonato Nacional,Chilian Campeonato Nacional,1.0,1.0
N. Baker,30,England,189,82,25000.0,17000.0,1600000.0,1300000.0,2500000.0,Bristol City,Bristol City,English League Championship,English League Championship,2.0,2.0
S. Colombi,30,Italy,188,83,13000.0,13000.0,1100000.0,1100000.0,2000000.0,Parma,Parma,Italian Serie A,Italian Serie B,1.0,2.0
A. Sobiech,31,Poland,184,75,7000.0,7000.0,1200000.0,1300000.0,1800000.0,Fatih Karagümrük S.K.,Lech Poznań,Turkish Süper Lig,Polish T-Mobile Ekstraklasa,1.0,1.0
Ríos Reina,31,Spain,180,78,5000.0,5000.0,1200000.0,1200000.0,1900000.0,SD Ponferradina,SD Ponferradina,Spanish Segunda División,Spanish Segunda División,2.0,2.0
Z. Ondrášek,32,Czech Republic,187,84,500.0,4000.0,1000000.0,1300000.0,1600000.0,FC Viktoria Plzeň,Tromsø IL,Czech Republic Gambrinus Liga,Norwegian Eliteserien,1.0,1.0
Álvaro Giménez,30,Spain,183,83,18000.0,17000.0,1600000.0,1600000.0,,Cádiz CF,Real Zaragoza,Spain Primera Division,Spanish Segunda División,1.0,2.0
T. Viudez,31,Uruguay,166,64,,500.0,,1300000.0,2800000.0,,Club Atlético Rentistas,,Uruguayan Primera División,,1.0
